           1   0.00000000E+00   0.00000000E+00
           2   0.00000000E+00  -0.65449847E-02
           3   0.00000000E+00  -0.26179939E-01
           4   0.00000000E+00  -0.58904862E-01
           5   0.00000000E+00  -0.10471976E+00
           6   0.00000000E+00  -0.16362462E+00
           7   0.00000000E+00  -0.23561945E+00
           8   0.00000000E+00  -0.32070425E+00
           9   0.00000000E+00  -0.41887902E+00
          10   0.00000000E+00  -0.53014376E+00
          11   0.00000000E+00  -0.65449847E+00
          12   0.00000000E+00  -0.79194315E+00
          13   0.00000000E+00  -0.94247780E+00
          14   0.00000000E+00  -0.11061024E+01
          15   0.00000000E+00  -0.12828170E+01
          16   0.00000000E+00  -0.14726216E+01
          17   0.00000000E+00  -0.16755161E+01
          18   0.00000000E+00  -0.18915006E+01
          19   0.00000000E+00  -0.21205750E+01
          20   0.00000000E+00  -0.23627395E+01
          21   0.00000000E+00  -0.26179939E+01
          22   0.00000000E+00  -0.28863383E+01
          23   0.00000000E+00  -0.31677726E+01
          24   0.00000000E+00  -0.34622969E+01
          25   0.00000000E+00  -0.37699112E+01
          26   0.00000000E+00  -0.40906154E+01
          27   0.00000000E+00  -0.44244097E+01
          28   0.00000000E+00  -0.47712938E+01
          29   0.00000000E+00  -0.51312680E+01
          30   0.00000000E+00  -0.55043321E+01
          31   0.00000000E+00  -0.58904862E+01
          32   0.00000000E+00  -0.62897303E+01
          33   0.00000000E+00  -0.67020643E+01
          34   0.00000000E+00  -0.71274883E+01
          35   0.00000000E+00  -0.75660023E+01
          36   0.00000000E+00  -0.80176063E+01
          37   0.00000000E+00  -0.84823002E+01
          38   0.00000000E+00  -0.89600840E+01
          39   0.00000000E+00  -0.94509579E+01
          40   0.00000000E+00  -0.99549217E+01
          41   0.00000000E+00  -0.10471976E+02
          42   0.00000000E+00  -0.11002119E+02
          43   0.00000000E+00  -0.11545353E+02
          44   0.00000000E+00  -0.12101677E+02
          45   0.00000000E+00  -0.12671090E+02
          46   0.00000000E+00  -0.13253594E+02
          47   0.00000000E+00  -0.13849188E+02
          48   0.00000000E+00  -0.14457871E+02
          49   0.00000000E+00  -0.15079645E+02
          50   0.00000000E+00  -0.15714508E+02
          51   0.00000000E+00  -0.16362462E+02
          52   0.00000000E+00  -0.17023505E+02
          53   0.00000000E+00  -0.17697639E+02
          54   0.00000000E+00  -0.18384862E+02
          55   0.00000000E+00  -0.19085175E+02
          56   0.00000000E+00  -0.19798579E+02
          57   0.00000000E+00  -0.20525072E+02
          58   0.00000000E+00  -0.21264655E+02
